Unnamed: 0,url,name,area,투자 단계,투자 금액,제작 년도,기업 소개,기업 정보,전체 내용
19,https://www.nextunicorn.kr/templates/ir-deck/detail/41c02b9024f72b36,Rogo,"핀테크, AI, 데이터",시드투자,98.9억원,2024년,"Rogo는 금융 서비스 산업에 특화된 생성형 AI 기술을 제공하는 기업입니다.
기존 AI 기술의 한계를 극복하고, 금융 데이터를 활용한 맞춤형 솔루션을 통해 고객사의 효율성을 극대화하는 데 집중하고 있습니다.","기업 한 줄 소개 : Rogo는 금융 서비스 산업에 특화된 생성형 AI 기술을 제공하는 기업입니다.
참여 투자 기관 : Khosla Ventures, AlleyCorp, FinTech Sandbox","IR자료에서 주목해야 할 핵심 Point
✅ 기술의 차별성 : 기존 생성형 AI가 제공하지 못했던 금융 특화 워크플로우 통합과 정확성을 제공합니다.
기업 정보
기업 한 줄 소개 : Rogo는 금융 서비스 산업에 특화된 생성형 AI 기술을 제공하는 기업입니다.
참여 투자 기관 : Khosla Ventures, AlleyCorp, FinTech Sandbox
Rogo 소개
Rogo는 금융 서비스 산업에 특화된 생성형 AI 기술을 제공하는 기업입니다.
기존 AI 기술의 한계를 극복하고, 금융 데이터를 활용한 맞춤형 솔루션을 통해 고객사의 효율성을 극대화하는 데 집중하고 있습니다."
20,https://www.nextunicorn.kr/templates/ir-deck/detail/1d097573ea1cdb23,주식회사 에이치앤바이오,"신소재, 바이오, 3D프린팅",투자 진행중,투자 진행중,2024년,"주식회사 에이치앤바이오는 바이오 신소재 및 골재생재건용 의료기기 전문기업입니다.
바이오 소재 및 골(骨) 재생·재건을 위한 의료기기와 치료제 개발을 하고 있습니다. 골이식재, 골접합용 판나사, 3D 프린팅 등 바이오 소개에서 다양한 방면으로 사업을 확장하고 있습니다.","활용 기술 : 신소재, 3D프린팅
기업 한 줄 소개 : 바이오 신소재 및 골재생재건용 의료기기 전문기업입니다.
참여 투자 기관 : 충북창조경제혁신센터, 주식회사 파마리서치, 주식회사 청은메디칼","IR자료에서 주목해야 할 핵심 Point
✅ 거대한 시장
투자자 추천 IR자료
거대한 시장 : 의료 시장 특성상 전세계 진출이 용이하다는 점과 시장 규모 역시 인구수와 비례하게 거대하다는 상황을 잘 설명했습니다.
기업 정보
활용 기술 : 신소재, 3D프린팅
기업 한 줄 소개 : 바이오 신소재 및 골재생재건용 의료기기 전문기업입니다.
참여 투자 기관 : 충북창조경제혁신센터, 주식회사 파마리서치, 주식회사 청은메디칼
주식회사 에이치앤바이오 소개
주식회사 에이치앤바이오는 바이오 신소재 및 골재생재건용 의료기기 전문기업입니다.
바이오 소재 및 골(骨) 재생·재건을 위한 의료기기와 치료제 개발을 하고 있습니다. 골이식재, 골접합용 판나사, 3D 프린팅 등 바이오 소개에서 다양한 방면으로 사업을 확장하고 있습니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
21,https://www.nextunicorn.kr/templates/ir-deck/detail/ec9be8dc436cdb17,아이핀랩스,"SaaS, AI, 자산관리솔루션",투자 진행중,투자 진행중,2024년,"아이핀랩스는 딥러닝 기반 실내위치 추적 SaaS 스타트업입니다.
인공지능 기술을 통해 사람과 사물의 실내 위치 정보를 세계 최고 수준의 정확도로 그리고 보편적으로 접근 가능하도록 제공합니다.
AI 위치 기반 산업용 자산 관리 솔루션 ""BPIN""은 딥러닝 기술을 활용하여 현장의 근로자와 장비의 위치를 파악할 수 있는 디지털 안전 HQ입니다.","활용 기술 : 딥러닝
기업 한 줄 소개 : AI 위치 기반 산업용 자산 관리 솔루션 ""BPIN""을 운영하고 있는 스타트업입니다.
참여 투자 기관 : 비공개","IR자료에서 주목해야 할 핵심 Point
✅ 고객 사례
✅ 제품 성능 가시화
투자자 추천 IR자료
고객 사례 : 고객 사례로 이야기를 시작하면서 수요와 솔루션에 대한 구매 이유를 한 번에 설명했습니다. 이를 통해 기술력 및 사업성에 대해 손쉽게 입증이 되었다고 투자자에게 전달했습니다.
제품 성능 가시화 : 제품의 성능을 가시화하여 보여줬습니다. 성능의 정확성을 평가할 수 있게 직접 보여주며 투자자들에게 어떤 솔루션인지 한눈에 인식 가능하도록 했습니다.
기업 정보
활용 기술 : 딥러닝
기업 한 줄 소개 : AI 위치 기반 산업용 자산 관리 솔루션 ""BPIN""을 운영하고 있는 스타트업입니다.
참여 투자 기관 : 비공개
아이핀랩스 소개
아이핀랩스는 딥러닝 기반 실내위치 추적 SaaS 스타트업입니다.
인공지능 기술을 통해 사람과 사물의 실내 위치 정보를 세계 최고 수준의 정확도로 그리고 보편적으로 접근 가능하도록 제공합니다.
AI 위치 기반 산업용 자산 관리 솔루션 ""BPIN""은 딥러닝 기술을 활용하여 현장의 근로자와 장비의 위치를 파악할 수 있는 디지털 안전 HQ입니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
22,https://www.nextunicorn.kr/templates/ir-deck/detail/4c0a599327c52b06,Perplexity,"AI, 검색엔진, 개인화",시리즈 B,"1,029.07억원",2023년,"Perplexity는 언어 모델을 사용하여 질문에 대한 답변을 제공하는 AI 채팅 기반 대화형 검색 엔진입니다.
주요 제품은 AI 기반 검색 및 대화형 답변 엔진으로 사용자에게 신뢰할 수 있는 정보를 제공하며 지식 발견과 공유를 지원하고 있습니다.","기업 한 줄 소개 : Perplexity는 언어 모델을 사용하여 질문에 대한 답변을 제공하는 AI 채팅 기반 대화형 검색 엔진입니다.
참여 투자 기관 : Elad Gil, New Enterprise Associates, IVP, Wayra","IR자료에서 주목해야 할 핵심 Point
✅ 성장 가능성 : 제품 비전과 기술적 강점이 명확히 제시되어 있어 기업의 성장 가능성을 쉽게 이해할 수 있도록 작성했습니다.
기업 정보
기업 한 줄 소개 : Perplexity는 언어 모델을 사용하여 질문에 대한 답변을 제공하는 AI 채팅 기반 대화형 검색 엔진입니다.
참여 투자 기관 : Elad Gil, New Enterprise Associates, IVP, Wayra
Perplexity 소개
Perplexity는 언어 모델을 사용하여 질문에 대한 답변을 제공하는 AI 채팅 기반 대화형 검색 엔진입니다.
주요 제품은 AI 기반 검색 및 대화형 답변 엔진으로 사용자에게 신뢰할 수 있는 정보를 제공하며 지식 발견과 공유를 지원하고 있습니다."
23,https://www.nextunicorn.kr/templates/ir-deck/detail/e83b95c5835b9af7,Orange,"솔루션, 결제, 전기차충전",시드투자,35.1억원,2022년,"Orange는 다세대 주거 환경을 위한 경제적인 전기차 충전 솔루션을 제공하며, 다세대 주거지에서 전기차 충전기를 설치, 관리 및 확장하는 복잡한 문제를 해결하고 있습니다.
기존 전기차 충전 솔루션의 비싼 설치비와 확장성 문제를 해결하며, 다가구 건물에서 비용 효율적으로 전기차 충전기를 설치할 수 있도록 도와줍니다.","기업 한 줄 소개 : Orange는 다세대 주거 환경을 위한 경제적인 전기차 충전 솔루션을 제공합니다.
참여 투자 기관 : 비공개","IR자료에서 주목해야 할 핵심 Point
✅ 시장 전망 : 전기차 판매가 증가하고 있으며, 2025년까지 전기차와 휘발유 차량의 가격이 비슷해질 것으로 전망됩니다. 이를 통해 전기차 수요는 더욱 급증할 것으로 예상됩니다.기업 정보
기업 정보
기업 한 줄 소개 : Orange는 다세대 주거 환경을 위한 경제적인 전기차 충전 솔루션을 제공합니다.
참여 투자 기관 : 비공개
Orange 소개
Orange는 다세대 주거 환경을 위한 경제적인 전기차 충전 솔루션을 제공하며, 다세대 주거지에서 전기차 충전기를 설치, 관리 및 확장하는 복잡한 문제를 해결하고 있습니다.
기존 전기차 충전 솔루션의 비싼 설치비와 확장성 문제를 해결하며, 다가구 건물에서 비용 효율적으로 전기차 충전기를 설치할 수 있도록 도와줍니다."
24,https://www.nextunicorn.kr/templates/ir-deck/detail/80c7a3747d0faae2,코스모스랩,"제조, 배터리, 이차전지",투자 진행중,투자 진행중,2024년,"코스모스랩은 ESS/UPS/Micro-Mobility용 차세대 비발화성 물 배터리 셀 제조 기업입니다.
친환경성, 비발화성, 내온도성 등을 고려한 '물 배터리 샐' 핵심 기술로 국내 최초/세계 최고 수준의 차세대 비발화성 물 배터리 제조하고 있습니다.","활용 기술 : 신소재, 에너지
기업 한 줄 소개 : 코스모스랩은 배터리 제조 스타트업입니다.
참여 투자 기관 : KB인베스트먼트, 더웰스인베스트먼트, 이앤인베스트먼트, 더벤처스","IR자료에서 주목해야 할 핵심 Point
✅ 문제 정의
✅ 경쟁 기술 비교
투자자 추천 IR자료
문제 정의 : 대중 및 투자자들이 쉽게 이해할 수 있도록 문제 정의를 잘 했습니다. 문제를 기술적인 관점에서 설명이 아니라 손쉽게 문제하여 납득할 수 있게 했습니다.
경쟁 기술 비교 : 레이더 차트를 기반으로 경쟁 기술을 비교했습니다.
기업 정보
활용 기술 : 신소재, 에너지
기업 한 줄 소개 : 코스모스랩은 배터리 제조 스타트업입니다.
참여 투자 기관 : KB인베스트먼트, 더웰스인베스트먼트, 이앤인베스트먼트, 더벤처스
코스모스랩 소개
코스모스랩은 ESS/UPS/Micro-Mobility용 차세대 비발화성 물 배터리 셀 제조 기업입니다.
친환경성, 비발화성, 내온도성 등을 고려한 '물 배터리 샐' 핵심 기술로 국내 최초/세계 최고 수준의 차세대 비발화성 물 배터리 제조하고 있습니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
25,https://www.nextunicorn.kr/templates/ir-deck/detail/8b5330e214982ad2,Nanonets,"AI, 데이터분석, 이미지인식",시리즈 B,408.37억원,2024년,"Nanonets는 인공지능(AI) 기반의 데이터 분석 및 이미지 인식 솔루션을 제공하는 기업입니다.
다양한 산업에 적용 가능한 이미지 및 데이터 분석 모델을 통해 비즈니스 프로세스를 자동화하고, 문서 처리 및 시각 데이터를 활용한 자동화를 전문으로 하고 있습니다.
이 기술은 사무실 문서 처리부터 제조업의 품질 관리까지 폭넓은 분야에서 활용 가능하여 효율성을 높이고 있습니다.","기업 한 줄 소개 : 인공지능(AI) 기반의 데이터 분석 및 이미지 인식 솔루션을 제공하는 기업입니다.
참여 투자 기관 : Elevation Capital, Accel","IR자료에서 주목해야 할 핵심 Point
✅ 핵심 기술 : 고급 이미지 인식과 데이터 분석 기술을 통해 비정형 데이터에서도 높은 정확도를 유지하며, 이를 통해 많은 기업들이 효율적으로 데이터를 처리할 수 있습니다.
✅ 성장 가능성 : AI 및 데이터 분석 시장은 지속적으로 성장하고 있으며, Nanonets는 이에 따른 수혜가 예상되는 기업으로, 시장의 확장성 측면에서 강점을 지니고 있습니다.
기업 정보
기업 한 줄 소개 : 인공지능(AI) 기반의 데이터 분석 및 이미지 인식 솔루션을 제공하는 기업입니다.
참여 투자 기관 : Elevation Capital, Accel
Nanonets 소개
Nanonets는 인공지능(AI) 기반의 데이터 분석 및 이미지 인식 솔루션을 제공하는 기업입니다.
다양한 산업에 적용 가능한 이미지 및 데이터 분석 모델을 통해 비즈니스 프로세스를 자동화하고, 문서 처리 및 시각 데이터를 활용한 자동화를 전문으로 하고 있습니다.
이 기술은 사무실 문서 처리부터 제조업의 품질 관리까지 폭넓은 분야에서 활용 가능하여 효율성을 높이고 있습니다."
26,https://www.nextunicorn.kr/templates/ir-deck/detail/b1cb92eb59b9cac4,Cretio,"B2BSaaS, 노코드, CRM",시리즈 B,27.96억원,2024년,"Cretio는 노코드(no-code) 및 로우코드(low-code) 플랫폼을 통해 기업이 CRM(고객 관계 관리) 및 다양한 워크플로우를 자동화할 수 있도록 지원하는 솔루션을 제공합니다.
사용자가 프로그래밍 지식 없이도 복잡한 비즈니스 프로세스를 설계하고 구현할 수 있도록 도와줍니다. 특히 클라우드 기반 아키텍처를 통해 기업의 민첩성을 높이고, 빠르게 변화하는 시장 요구에 대응할 수 있는 단일 플랫폼을 제공하는 것이 특징입니다.
Cretio는 마케팅, 영업, 서비스 등 CRM 영역뿐만 아니라 다양한 워크플로우와 애플리케이션 통합 솔루션을 제공하여 기업이 비용 절감과 효율성을 동시에 달성할 수 있도록 지원합니다.","기업 한 줄 소개 : 노코드 및 로우코드 플랫폼을 통해 기업이 CRM 및 다양한 워크플로우를 자동화할 수 있도록 지원하는 솔루션을 제공합니다.
참여 투자 기관 : Volition Capital, Sapphire Ventures","IR자료에서 주목해야 할 핵심 Point
✅ 업계 인지도 : 2023년부터 2024년까지 포레스터 웨이브와 가트너 매직 쿼드런트에서 연속으로 인정을 받았으며, B2B 마케팅 자동화와 로우코드 애플리케이션 플랫폼 분야에서 우수한 평가를 받았습니다.
기업 정보
기업 한 줄 소개 : 노코드 및 로우코드 플랫폼을 통해 기업이 CRM 및 다양한 워크플로우를 자동화할 수 있도록 지원하는 솔루션을 제공합니다.
참여 투자 기관 : Volition Capital, Sapphire Ventures
Cretio 소개
Cretio는 노코드(no-code) 및 로우코드(low-code) 플랫폼을 통해 기업이 CRM(고객 관계 관리) 및 다양한 워크플로우를 자동화할 수 있도록 지원하는 솔루션을 제공합니다.
사용자가 프로그래밍 지식 없이도 복잡한 비즈니스 프로세스를 설계하고 구현할 수 있도록 도와줍니다. 특히 클라우드 기반 아키텍처를 통해 기업의 민첩성을 높이고, 빠르게 변화하는 시장 요구에 대응할 수 있는 단일 플랫폼을 제공하는 것이 특징입니다.
Cretio는 마케팅, 영업, 서비스 등 CRM 영역뿐만 아니라 다양한 워크플로우와 애플리케이션 통합 솔루션을 제공하여 기업이 비용 절감과 효율성을 동시에 달성할 수 있도록 지원합니다."
27,https://www.nextunicorn.kr/templates/ir-deck/detail/e24bc61fb6706ab7,리드넘버,"핀테크, 빅데이터, 세무기장",투자 진행중,투자 진행중,2024년,"리드넘버는 소상공인 맞춤형 세금절약 서비스 앱으로, 세무회계 앱 서비스를 제공합니다.
현재 세무 회계분야에 빅데이터 등 신기술을 적용하여 최적의 세무기장과 절세가 적용된 세무신고 앱 서비스를 제공하고 있습니다.
가입자들의 금융 데이터 중 세액공제가 가능한 데이터를 축출, 반영하여 세금을 절약해 주고 있습니다.","활용 기술 : 클라우드관리서비스(MSP)
기업 한 줄 소개 : 가입자들의 금융 데이터 중 세액공제가 가능한 데이터를 축출, 반영하여 세금을 절약해 주는 앱 서비스입니다.
참여 투자 기관 : KB인베스트먼트, 더웰스인베스트먼트, 이앤인베스트먼트, 더벤처스","IR자료에서 주목해야 할 핵심 Point
✅ 성과로 시작
투자자 추천 IR자료
성과로 시작 : 성과가 자신있는 만큼 주목을 집중 시키고, 시장에 대한 내용을 차후 설명하여 해당 사업에 대해 좋은 인식을 심을 수 있는 전략을 활용했습니다.
기업 정보
활용 기술 : 클라우드관리서비스(MSP)
기업 한 줄 소개 : 가입자들의 금융 데이터 중 세액공제가 가능한 데이터를 축출, 반영하여 세금을 절약해 주는 앱 서비스입니다.
참여 투자 기관 : KB인베스트먼트, 더웰스인베스트먼트, 이앤인베스트먼트, 더벤처스
리드넘버 소개
리드넘버는 소상공인 맞춤형 세금절약 서비스 앱으로, 세무회계 앱 서비스를 제공합니다.
현재 세무 회계분야에 빅데이터 등 신기술을 적용하여 최적의 세무기장과 절세가 적용된 세무신고 앱 서비스를 제공하고 있습니다.
가입자들의 금융 데이터 중 세액공제가 가능한 데이터를 축출, 반영하여 세금을 절약해 주고 있습니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
28,https://www.nextunicorn.kr/templates/ir-deck/detail/3549d7814939faa5,주식회사 솔티랩,"플랫폼, 마이데이터, 앱테크",투자 진행중,투자 진행중,2024년,"주식회사 솔티랩은 인이 직접 자신의 데이터를 관리하는 마이데이터 플랫폼입니다.
개인의 데이터 주도권을 강화하고 기업과 개인 간의 데이터 거래를 보다 공정하면서도 투명하게 만들어 사회 전반의 데이터 경제를 혁신하는 것을 목표하는 스타트업입니다.","활용 기술 : 자연어처리, 데이터마이닝, 빅데이터
기업 한 줄 소개 : 인이 직접 자신의 데이터를 관리하는 마이데이터 플랫폼입니다.
참여 투자 기관 : 비공개","IR자료에서 주목해야 할 핵심 Point
✅ 경쟁사 분석
✅ 도식화
투자자 추천 IR자료
경쟁사 분석 : 경쟁사 대비 어떤 포지셔닝을 취하고 있는지에 대해 비교표를 함께 배치하여 잘 표현했습니다.
도식화 : 화살표와 화면 예시, 큼직한 제목을 통해 훑어봐도 사업의 기본 골자를 이해할 수 있도록 잘 도식화 했습니다.
기업 정보
활용 기술 : 자연어처리, 데이터마이닝, 빅데이터
기업 한 줄 소개 : 인이 직접 자신의 데이터를 관리하는 마이데이터 플랫폼입니다.
참여 투자 기관 : 비공개
주식회사 솔티랩 소개
주식회사 솔티랩은 인이 직접 자신의 데이터를 관리하는 마이데이터 플랫폼입니다.
개인의 데이터 주도권을 강화하고 기업과 개인 간의 데이터 거래를 보다 공정하면서도 투명하게 만들어 사회 전반의 데이터 경제를 혁신하는 것을 목표하는 스타트업입니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
29,https://www.nextunicorn.kr/templates/ir-deck/detail/fcb97b91e92eba98,SUMA Wealth,"핀테크, 플랫폼, 공동저축",시드투자,30억원,2024년,"SUMA Wealth는 라틴계 청소년과 그 가족을 위한 가장 큰 핀테크 플랫폼으로, 라틴계의 고유한 문화적 요구를 반영하여 금융 서비스를 제공합니다.
미국 내 라틴계가 경제에 약 3.4조 달러를 기여함에도 불구하고, 기존 금융 기관들은 라틴계의 신뢰를 얻지 못하고 있으며, 이로 인해 라틴계는 평균적인 자산 축적에서 뒤처져 있습니다.
SUMA Wealth는 이러한 격차를 해소하고자 설립된 플랫폼으로, 금융을 쉽게 이해하고 재미있게 접근할 수 있도록 설계되었습니다. 특히, 라틴계 문화를 반영한 콘텐츠와 AI 기반 금융 컨설팅, 가족 공동 저축 및 게임화된 교육 기능을 통해 라틴계 커뮤니티 내에서 폭넓은 인기를 얻고 있습니다.","기업 한 줄 소개 : 라틴계 청소년과 그 가족을 위한 가장 큰 핀테크 플랫폼으로, 라틴계의 고유한 문화적 요구를 반영하여 금융 서비스를 제공하고 있습니다.
참여 투자 기관 : Radicle Impact, Samara Hernandez, Chingona Ventures","IR자료에서 주목해야 할 핵심 Point
✅ 재무 성과 및 성장 지표: 사용자 수와 매출, 저축 증가율 등 긍정적인 성장 지표가 명시되어 있으며, 이와 함께 라틴계 자산 축적 잠재력을 현실화하려는 비전을 제시하고 있습니다.
기업 정보
기업 한 줄 소개 : 라틴계 청소년과 그 가족을 위한 가장 큰 핀테크 플랫폼으로, 라틴계의 고유한 문화적 요구를 반영하여 금융 서비스를 제공하고 있습니다.
참여 투자 기관 : Radicle Impact, Samara Hernandez, Chingona Ventures
SUMA Wealth 소개
SUMA Wealth는 라틴계 청소년과 그 가족을 위한 가장 큰 핀테크 플랫폼으로, 라틴계의 고유한 문화적 요구를 반영하여 금융 서비스를 제공합니다.
미국 내 라틴계가 경제에 약 3.4조 달러를 기여함에도 불구하고, 기존 금융 기관들은 라틴계의 신뢰를 얻지 못하고 있으며, 이로 인해 라틴계는 평균적인 자산 축적에서 뒤처져 있습니다.
SUMA Wealth는 이러한 격차를 해소하고자 설립된 플랫폼으로, 금융을 쉽게 이해하고 재미있게 접근할 수 있도록 설계되었습니다. 특히, 라틴계 문화를 반영한 콘텐츠와 AI 기반 금융 컨설팅, 가족 공동 저축 및 게임화된 교육 기능을 통해 라틴계 커뮤니티 내에서 폭넓은 인기를 얻고 있습니다."
30,https://www.nextunicorn.kr/templates/ir-deck/detail/b95f9268f13a0a84,(주)컨텍터스,"SaaS, 프롭테크, 건물관리",투자 진행중,투자 진행중,2024년,"국내의 상업용 빌딩, 특히나 중소형 빌딩을 소유한 자산가를 대상으로 스마트 기술을 도입한 건물관리 솔루션을 제공합니다.
거점 기반의 건물관리 솔루션을 통한 관리비 절감, 중개법인 및 PM 전문인력을 통한 건물별 임대/자산관리, 자체개발한 스마트 건물관리 플랫폼 '둥지'를 통해서 발생하는 모든 이슈 및 해결이력을 데이터화, 정형화하여 AI 알고리즘, LLM 모델에 적용하여 더욱 효율적인 건물관리 서비스로 발전하고 있습니다.","활용 기술 : 딥러닝, 자연어처리, 빅데이터
기업 한 줄 소개 : 국내의 상업용 빌딩, 특히나 중소형 빌딩을 소유한 자산가를 대상으로 스마트 기술을 도입한 건물관리 솔루션을 제공합니다.
참여 투자 기관 : 신한벤처투자, 캡스톤파트너스","IR자료에서 주목해야 할 핵심 Point
✅ 시장 기회 설명
투자자 추천 IR자료
시장 기회 설명 : 시장의 기회에 대한 실행 전략을 전문가가 아니더라도 이해할 수 있도록 한 장표를 통해 효과적으로 전달했습니다.
기업 정보
활용 기술 : 딥러닝, 자연어처리, 빅데이터
기업 한 줄 소개 : 국내의 상업용 빌딩, 특히나 중소형 빌딩을 소유한 자산가를 대상으로 스마트 기술을 도입한 건물관리 솔루션을 제공합니다.
참여 투자 기관 : 신한벤처투자, 캡스톤파트너스
(주)컨텍터스 소개
국내의 상업용 빌딩, 특히나 중소형 빌딩을 소유한 자산가를 대상으로 스마트 기술을 도입한 건물관리 솔루션을 제공합니다.
거점 기반의 건물관리 솔루션을 통한 관리비 절감, 중개법인 및 PM 전문인력을 통한 건물별 임대/자산관리, 자체개발한 스마트 건물관리 플랫폼 '둥지'를 통해서 발생하는 모든 이슈 및 해결이력을 데이터화, 정형화하여 AI 알고리즘, LLM 모델에 적용하여 더욱 효율적인 건물관리 서비스로 발전하고 있습니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
31,https://www.nextunicorn.kr/templates/ir-deck/detail/fef7fc2c1d151a78,Mi Terro,"폐기물, 업사이클링, 친환경",시드투자,20.79억원,2022년,"Mi Terro는 첨단 생명공학을 활용하여 바이오매스 폐기물을 업사이클링하고, 이를 통해 미세 플라스틱 오염을 줄이기 위한 친환경 솔루션을 개발하는 스타트업입니다.
주력 제품은 농업 및 식품 폐기물에서 추출한 단백질을 활용해 기존 일회용 플라스틱 및 폴리비닐알코올(PVA) 대체재를 만드는 것으로, 이를 통해 물과 토양에 잔류하는 미세 플라스틱 문제를 해결하고자 합니다.
'맥주 폐기물' 등 다양한 바이오매스 원료를 활용하여 단백질 기반의 열가소성 플라스틱을 개발하는 Mi Terro는 가정용 및 산업용 퇴비화가 가능한 혁신적인 소재 솔루션을 제공합니다.","기업 한 줄 소개 : Mi Terro는 첨단 생명공학을 활용하여 바이오매스 폐기물을 업사이클링하고, 이를 통해 미세 플라스틱 오염을 줄이기 위한 친환경 솔루션을 개발하는 스타트업입니다.
참여 투자 기관 : SVG Ventures, Astanor Ventures, SPACE-F","IR자료에서 주목해야 할 핵심 Point
✅ 로드맵 및 목표: PoC와 PMF 단계를 거쳐 제품 출시와 파일럿 프로그램을 진행 중이며, 2030년까지 4천만 톤의 폐기물을 업사이클링하고 CO2 배출량을 2.69천만 톤 절감하는 목표 등 명확하게 지표를 설정하여 제시했습니다.
기업 정보
기업 한 줄 소개 : Mi Terro는 첨단 생명공학을 활용하여 바이오매스 폐기물을 업사이클링하고, 이를 통해 미세 플라스틱 오염을 줄이기 위한 친환경 솔루션을 개발하는 스타트업입니다.
참여 투자 기관 : SVG Ventures, Astanor Ventures, SPACE-F
Mi Terro 소개
Mi Terro는 첨단 생명공학을 활용하여 바이오매스 폐기물을 업사이클링하고, 이를 통해 미세 플라스틱 오염을 줄이기 위한 친환경 솔루션을 개발하는 스타트업입니다.
주력 제품은 농업 및 식품 폐기물에서 추출한 단백질을 활용해 기존 일회용 플라스틱 및 폴리비닐알코올(PVA) 대체재를 만드는 것으로, 이를 통해 물과 토양에 잔류하는 미세 플라스틱 문제를 해결하고자 합니다.
'맥주 폐기물' 등 다양한 바이오매스 원료를 활용하여 단백질 기반의 열가소성 플라스틱을 개발하는 Mi Terro는 가정용 및 산업용 퇴비화가 가능한 혁신적인 소재 솔루션을 제공합니다."
32,https://www.nextunicorn.kr/templates/ir-deck/detail/ee20c15655252a67,주식회사 데브언리밋,"AI, 숏폼댄스, K-pop",투자 진행중,투자 진행중,2024년,"K-POP 댄스 콘텐츠를 AI를 통해 모션캡쳐 댄스 교육&게임으로 변환시켜주는 콘텐츠 플랫폼입니다.
K-POP 댄스 게임 분야 글로벌 세계 1위, 리얼 타임 댄스 챌린지 게임 플랫폼입니다. 어떠한 춤 영상이든 상호작용 가능한 댄스 게임으로 누구든지, 어디에서나 플레이 가능하도록 쉽게 변환하여 도와줍니다.","활용 기술 : 딥러닝, 데이터마이닝, 콘텐츠전송네트워크
기업 한 줄 소개 : K-pop 챌린지를 가장 쉽게 촬영할 수 있는 댄스 러닝 AI 플랫폼입니다.
참여 투자 기관 : TIPS","IR자료에서 주목해야 할 핵심 Point
✅ 예상 매출 시나리오
투자자 추천 IR자료
예상 매출 시나리오 : 비즈니스 모델을 설명하고, 이를 바탕으로 설정한 예상 매출 시나리오를 작성했습니다.
유료/무료 유저의 비율을 경쟁사 성과 기반으로 설정했으며, 각 유저군을 상대로 어떻게 수익화를 할지에 대한 명확한 방안을 제시했습니다.
기업 정보
활용 기술 : 딥러닝, 데이터마이닝, 콘텐츠전송네트워크
기업 한 줄 소개 : K-pop 챌린지를 가장 쉽게 촬영할 수 있는 댄스 러닝 AI 플랫폼입니다.
참여 투자 기관 : TIPS
주식회사 데브언리밋 소개
K-POP 댄스 콘텐츠를 AI를 통해 모션캡쳐 댄스 교육&게임으로 변환시켜주는 콘텐츠 플랫폼입니다.
K-POP 댄스 게임 분야 글로벌 세계 1위, 리얼 타임 댄스 챌린지 게임 플랫폼입니다. 어떠한 춤 영상이든 상호작용 가능한 댄스 게임으로 누구든지, 어디에서나 플레이 가능하도록 쉽게 변환하여 도와줍니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
